2.843296104791637746e-01,2.160253813926899524e-01
2.175410030381026705e-01,2.829316085711230944e-01
2.241556895128019866e-01,2.763555722804547643e-01
2.612416214784583635e-01,2.392097261538769781e-01
2.383091291088975661e-01,2.621317834036472894e-01
2.622995956618321967e-01,2.381389545288189746e-01
2.692101983036740420e-01,2.313405181020043444e-01
2.633612828875231404e-01,2.370664363021430521e-01
2.472613335195310014e-01,2.531601569182209688e-01
2.559173527854610164e-01,2.444978051417306120e-01
2.226793734644656741e-01,2.779198581009245661e-01
2.195296124070303390e-01,2.809665974431567181e-01
2.393219880665767296e-01,2.610727843729613307e-01
2.371310986938769683e-01,2.632136352726959783e-01
2.321862346780443342e-01,2.681664371366407895e-01
2.208985208186863003e-01,2.796030869689311582e-01
2.542831660519826453e-01,2.461374802627755987e-01
2.697833597958015361e-01,2.305496492605731695e-01
2.534255273769187022e-01,2.471146462913210717e-01
2.219259442913000535e-01,2.786130299399011134e-01
2.328335641346382379e-01,2.674784830923531143e-01
2.337024363268604688e-01,2.666339213403250419e-01
2.440318096576481743e-01,2.563897426585617367e-01
2.679873855820416595e-01,2.325570217082732483e-01
2.653468858580614320e-01,2.349871476610945475e-01
2.569175969954786143e-01,2.434964840964253807e-01
2.360469876717306847e-01,2.645024775498580616e-01
2.203118345094776942e-01,2.802159405562618111e-01
2.666370248140385590e-01,2.337365744398059442e-01
2.298513265141141071e-01,2.706720443569275991e-01
2.791425184327305242e-01,2.216196678574402501e-01
2.706675237105714005e-01,2.296697500282771087e-01
2.515335265626005845e-01,2.489121456754024575e-01
2.601428986986440983e-01,2.403737662263324970e-01
2.796075461380741478e-01,2.207221423308066699e-01
2.248828002667815906e-01,2.756694636307648327e-01
2.304150306937810255e-01,2.700031013870006213e-01
2.663942104724025817e-01,2.341540233780921298e-01
2.676800838756542844e-01,2.327387551380395991e-01
2.771544176509437296e-01,2.233735755142898238e-01
2.433050284017549969e-01,2.571161206371766483e-01
2.291350832530203996e-01,2.714070757061288197e-01
2.744914566148657364e-01,2.260433913585111754e-01
2.827252818952729618e-01,2.177979371467305136e-01
2.344270102542671264e-01,2.660578572675101339e-01
2.276443060765212245e-01,2.727041662765854468e-01
2.780210982317429247e-01,2.225381395735214485e-01
2.406857537038164518e-01,2.597379093840841979e-01
2.592134667953467364e-01,2.413271370742342548e-01
2.490448827809851329e-01,2.513856559753945841e-01
2.365867780892767225e-01,2.637101561564037522e-01
2.466875177750984527e-01,2.540618953044497252e-01
2.259318956144782953e-01,2.746172026740931194e-01
2.265524096891153583e-01,2.738663498029004217e-01
2.572730423293053681e-01,2.430712748412032775e-01
2.313334125394982677e-01,2.692258232356566361e-01
2.448129649796068341e-01,2.556598328666447317e-01
2.483075616823629816e-01,2.521111792765666215e-01
2.270906425538027351e-01,2.734614281447312889e-01
2.753596286094498469e-01,2.250424350993655287e-01
2.186604351730551399e-01,2.818970141774915783e-01
2.803307140973436140e-01,2.202094595708961322e-01
2.420891086722546381e-01,2.584608980071904094e-01
2.511087562403826468e-01,2.494400344176899154e-01
2.184489519690947790e-01,2.820860537057783834e-01
2.836829977749338316e-01,2.167974003878716249e-01
2.715297470175066508e-01,2.288848383568797829e-01
2.254237994419936164e-01,2.750602172739578521e-01
2.524244429595401407e-01,2.481237060182679421e-01
2.783859996036400219e-01,2.221702780366223151e-01
2.353281781708342624e-01,2.652329921659427048e-01
2.452251028220864826e-01,2.553156830724229720e-01
2.586826001359524008e-01,2.416470041126088375e-01
2.810997503708731471e-01,2.193205669936402757e-01
2.833179617837761066e-01,2.171650047974405806e-01
2.552370729084961209e-01,2.453111351802947093e-01
2.641084164828526593e-01,2.363133048383449786e-01
2.817456993313439129e-01,2.186767860017297394e-01
2.599834471257675417e-01,2.405574784897766549e-01
2.729216386241482550e-01,2.276604767381648631e-01
2.820476067817613841e-01,2.183717270172118863e-01
2.549872852343875174e-01,2.454868666775680275e-01
2.648820777723105979e-01,2.355361316348386358e-01
2.349622647008372534e-01,2.654508805982456754e-01
2.283035997232042702e-01,2.722385540421440320e-01
2.504660098044104166e-01,2.500214364504161346e-01
2.311377291433876213e-01,2.694076132384870537e-01
2.285569042810403073e-01,2.718936236406845341e-01
2.580338480727494277e-01,2.423187757518349139e-01
2.807438528655892829e-01,2.196677950177467753e-01
2.711042731609334955e-01,2.292237322189902560e-01
2.721447657564731171e-01,2.281439570700183050e-01
2.526989177535773345e-01,2.476482705024783681e-01
2.457592496900252443e-01,2.545755299206747813e-01
2.766891921449822767e-01,2.237324506081743991e-01
2.412371338272613353e-01,2.591348496761607945e-01
2.758661120324842342e-01,2.244190849845405789e-01
2.763049304279111551e-01,2.241007038875589552e-01
2.495620733574355765e-01,2.508132084900288605e-01
2.484575226422837124e-01,2.520987327900097719e-01
