2.789206096884280228e-01,9.607004598221792202e-01
4.627304384661112269e-01,8.865286903489830728e-01
3.176279247163795172e-01,9.482259323514483640e-01
3.649027705419040646e-01,9.310730107393276889e-01
4.599818266590307569e-01,8.879598730421240926e-01
4.395603749824281703e-01,8.982376319839231460e-01
3.978181677335635436e-01,9.174747483362299949e-01
3.428170963642612201e-01,9.394339619483281778e-01
3.098329893824183223e-01,9.508075740501941153e-01
3.202513015464009127e-01,9.473416751406045222e-01
3.141384361332657527e-01,9.496942114358372100e-01
4.005507813300799302e-01,9.164318766661581073e-01
4.333671282118564116e-01,9.013299256629672129e-01
2.943132149286911137e-01,9.557971017174254902e-01
4.357021130931426067e-01,9.001223113231888728e-01
3.748223398085835933e-01,9.271168008789250070e-01
3.265887790323154238e-01,9.455083171787672658e-01
4.148356755314302480e-01,9.099156461980671962e-01
3.387779493669632047e-01,9.409230345139256713e-01
4.372857591678466216e-01,8.993399567907642833e-01
2.795923962081630632e-01,9.601667693147855065e-01
4.198875510738723782e-01,9.076055491103977024e-01
4.448661849114318168e-01,8.956057983488848739e-01
2.832658396180088856e-01,9.590528304188017383e-01
4.234161154725358256e-01,9.059762195140839136e-01
3.314222019148745924e-01,9.435265365077140087e-01
4.181655030748163138e-01,9.085263594179324720e-01
3.412693966454135586e-01,9.403072543791386462e-01
2.882550938231291937e-01,9.575832249064806234e-01
4.022699862926144010e-01,9.155510296561785166e-01
3.906461066856745656e-01,9.205538753914309646e-01
2.974493229499849956e-01,9.547642304617789399e-01
4.219287523329747769e-01,9.066591020089576070e-01
4.065368423070692128e-01,9.146801807703909271e-01
3.852797403175565738e-01,9.228472676420160781e-01
3.045863323860338867e-01,9.525397362269697465e-01
4.256201645347656992e-01,9.049119579251959644e-01
2.923237829535303978e-01,9.563568868452744232e-01
2.901377981765542735e-01,9.569996387827403028e-01
3.563045603792273086e-01,9.347780755959199661e-01
3.125789360107479875e-01,9.499163868989064508e-01
3.460444506831305000e-01,9.384680638811336850e-01
3.880121704014410366e-01,9.216878146665862248e-01
2.867580787356653338e-01,9.587535835860442335e-01
3.698392719216797020e-01,9.291139869554201347e-01
3.023941058721271724e-01,9.532010629802822876e-01
3.284681211026865832e-01,9.445258440094140839e-01
4.501698763705169193e-01,8.929878686810648336e-01
3.006995779946057268e-01,9.537526639168500964e-01
4.162733324476779462e-01,9.093200949019276669e-01
3.937078252280501456e-01,9.192701327713119763e-01
3.680809034453723649e-01,9.298093609323796471e-01
3.821776814269751688e-01,9.241185137935601368e-01
3.230283415461983609e-01,9.464384969462334984e-01
4.041029851124882111e-01,9.147522805772598797e-01
3.790027969697393195e-01,9.254064221734856766e-01
3.729447238553563748e-01,9.278653272992714029e-01
3.924047085926106737e-01,9.198080961751186058e-01
3.716924317712115289e-01,9.283894471824049033e-01
4.469161621697360642e-01,8.946098745580267630e-01
4.101025633923660041e-01,9.124452723445849456e-01
4.076215687468607851e-01,9.131675507768802769e-01
3.074503865608756992e-01,9.515970931714766712e-01
3.465057046353763326e-01,9.380800241375406578e-01
4.121477873037009965e-01,9.111462073835087105e-01
4.518270317847180029e-01,8.921336784130938780e-01
4.582507280009744943e-01,8.888647202654491597e-01
3.342315111437955122e-01,9.425271955324187045e-01
2.987420599550424938e-01,9.544837686098722740e-01
3.490262948757510419e-01,9.372314372964734019e-01
3.773424270586291929e-01,9.260880695564368548e-01
3.363457424407088614e-01,9.417932539499430655e-01
3.625233572143963245e-01,9.319977981424775182e-01
3.886756932983113089e-01,9.214066732453926045e-01
4.431620900718125089e-01,8.964672558101137723e-01
3.336339231591956000e-01,9.434124774267771407e-01
4.120387225531605413e-01,9.112031745148601036e-01
3.064928319241514432e-01,9.519015362585935280e-01
3.513594788724306306e-01,9.362602523577586711e-01
3.227005823310555299e-01,9.465328287855403477e-01
3.603729561197601683e-01,9.328310198930644948e-01
4.307818228928488868e-01,9.024970181666343017e-01
3.537677491932559315e-01,9.354682879340916468e-01
4.552480601703439156e-01,8.904033817488784530e-01
4.290798353507688234e-01,9.033045951423028797e-01
3.572632846777690774e-01,9.340183942292973329e-01
4.416429183115291313e-01,8.972196038030847420e-01
4.487804378790147819e-01,8.936684534224599297e-01
3.958324720603069169e-01,9.183310357989367123e-01
3.956974374540074835e-01,9.184160638814324873e-01
3.839236540655199814e-01,9.233877557376718448e-01
3.533174491910345827e-01,9.355277635851453333e-01
3.277304975310652568e-01,9.448082221368687694e-01
4.315082258009492189e-01,9.021384487536524555e-01
2.844301216253236064e-01,9.588346978546753441e-01
4.286168108209363892e-01,9.035241263829351110e-01
4.274393954721739108e-01,9.043471986932476447e-01
4.527665256218056378e-01,8.916757059183876288e-01
3.358224716417097522e-01,9.419496575248301751e-01
3.591238974357000013e-01,9.333100187141691872e-01
